30,[counterparty_45d6b05c94],-1 000,0,,,0,,-1 000,Поиск и найм персонала
31,[counterparty_0dd12f5640],0,0,,,0,,0,Листовки
32,[counterparty_cd0c8c2f69],-75 000,0,,,0,,-75 000,Услуги ФД
33,[counterparty_3feb526b66],0,0,,,0,,0,Расход продуктов (фудкост)
34,[counterparty_ecf3465a86],3 613,0,,,0,,3 613,Коммунальные платежи 
35,[counterparty_d1d2f948bb],-7 500,0,,,0,,-7 500,Оплата систем автоматизации
36,[counterparty_8ee68081e8],,0,,,0,,0,Телекоммуникации
37,[counterparty_6a1a6347e5],,0,,,0,,0,Телекоммуникации
38,[counterparty_61340e8f89],,0,,,0,,0,Телекоммуникации
39,[counterparty_81cfe2f35c],,0,,,0,,0,Расход продуктов (фудкост)
40,[counterparty_00d169637c],,0,,,0,,0,Контекстная реклама
41,[counterparty_d2a9714437],,0,,,0,,0,Расход продуктов (фудкост)
42,[counterparty_3f7ad1a68b],,0,,,0,,0,Расход продуктов (фудкост)
43,,,0,,,0,,0,
44,,,0,,,0,,0,
45,,,0,,,0,,0,
46,,,0,,,0,,0,
47,,,0,,,0,,0,
48,,,0,,,0,,0,
49,,,0,,,0,,0,
50,,,0,,,0,,0,
51,,,0,,,0,,0,
52,,,0,,,0,,0,
53,,,0,,,0,,0,
54,,,0,,,0,,0,
55,,,0,,,0,,0,
56,,,0,,,0,,0,
57,,,0,,,0,,0,
58,,,0,,,0,,0,
59,,,0,,,0,,0,
60,,,0,,,0,,0,
61,,,0,,,0,,0,
62,,,0,,,0,,0,
63,,,0,,,0,,0,
64,,,0,,,0,,0,
65,,,0,,,0,,0,
66,,,0,,,0,,0,
67,,,0,,,0,,0,
68,,,0,,,0,,0,
69,,,0,,,0,,0,
70,,,0,,,0,,0,
71,,,0,,,0,,0,
72,,,0,,,0,,0,
73,,,0,,,0,,0,
74,,,0,,,0,,0,
75,,,0,,,0,,0,
76,,,0,,,0,,0,
77,,,0,,,0,,0,
78,,,0,,,0,,0,
79,,,0,,,0,,0,
80,,,0,,,0,,0,
81,,,0,,,0,,0,
82,,,0,,,0,,0,
83,,,0,,,0,,0,
84,,,0,,,0,,0,
85,,,0,,,0,,0,
86,,,0,,,0,,0,
87,,,0,,,0,,0,
88,,,0,,,0,,0,
89,,,0,,,0,,0,
90,,,0,,,0,,0,
91,,,0,,,0,,0,
92,,,0,,,0,,0,
93,,,0,,,0,,0,
94,,,0,,,0,,0,
95,,,0,,,0,,0,
96,,,0,,,0,,0,
97,,,0,,,0,,0,
98,,,0,,,0,,0,
99,,,0,,,0,,0,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
,,,,,,0,,,
