date,opening_balance,inflows_total,outflows_total_abs,net_cashflow,closing_balance,summary_credit_turnover,summary_debit_turnover_abs,transaction_credit_count,transaction_debit_count,summary_credit_count,summary_debit_count,transactions_total,balance_formula_delta,credit_turnover_delta,debit_turnover_delta,transaction_count_delta,status,source_files
2026-02-11,48411.69,75452.12,0.00,75452.12,123863.81,75452.12,0.00,4,0,4,0,4,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-11/summary.json; research/private/sber/statement/2026-02-11/transactions_page_001.json
2026-02-12,123863.81,82625.09,0.00,82625.09,206488.90,82625.09,0.00,6,0,6,0,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-12/summary.json; research/private/sber/statement/2026-02-12/transactions_page_001.json
2026-02-13,206488.90,77747.92,0.00,77747.92,284236.82,77747.92,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-13/summary.json; research/private/sber/statement/2026-02-13/transactions_page_001.json
2026-02-14,284236.82,145627.08,0.00,145627.08,429863.90,145627.08,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-14/summary.json; research/private/sber/statement/2026-02-14/transactions_page_001.json
2026-02-15,429863.90,138203.90,0.00,138203.90,568067.80,138203.90,0.00,4,0,4,0,4,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-15/summary.json; research/private/sber/statement/2026-02-15/transactions_page_001.json
2026-02-16,568067.80,220888.81,757999.00,-537110.19,30957.61,220888.81,757999.00,8,3,8,3,11,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-16/summary.json; research/private/sber/statement/2026-02-16/transactions_page_001.json
2026-02-17,30957.61,72538.55,0.00,72538.55,103496.16,72538.55,0.00,6,0,6,0,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-17/summary.json; research/private/sber/statement/2026-02-17/transactions_page_001.json
2026-02-18,103496.16,53837.61,77720.00,-23882.39,79613.77,53837.61,77720.00,6,1,6,1,7,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-18/summary.json; research/private/sber/statement/2026-02-18/transactions_page_001.json
2026-02-19,79613.77,64289.63,0.00,64289.63,143903.40,64289.63,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-19/summary.json; research/private/sber/statement/2026-02-19/transactions_page_001.json
2026-02-20,143903.40,65224.26,0.00,65224.26,209127.66,65224.26,0.00,6,0,6,0,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-20/summary.json; research/private/sber/statement/2026-02-20/transactions_page_001.json
2026-02-21,209127.66,87392.99,0.00,87392.99,296520.65,87392.99,0.00,6,0,6,0,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-21/summary.json; research/private/sber/statement/2026-02-21/transactions_page_001.json
2026-02-22,296520.65,84725.25,0.00,84725.25,381245.90,84725.25,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-22/summary.json; research/private/sber/statement/2026-02-22/transactions_page_001.json
2026-02-23,381245.90,85970.36,0.00,85970.36,467216.26,85970.36,0.00,6,0,6,0,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-23/summary.json; research/private/sber/statement/2026-02-23/transactions_page_001.json
2026-02-24,467216.26,347526.65,810199.00,-462672.35,4543.91,347526.65,810199.00,10,2,10,2,12,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-24/summary.json; research/private/sber/statement/2026-02-24/transactions_page_001.json
2026-02-25,4543.91,73704.51,0.00,73704.51,78248.42,73704.51,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-25/summary.json; research/private/sber/statement/2026-02-25/transactions_page_001.json
2026-02-26,78248.42,45214.35,0.00,45214.35,123462.77,45214.35,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-26/summary.json; research/private/sber/statement/2026-02-26/transactions_page_001.json
2026-02-27,123462.77,68873.00,0.00,68873.00,192335.77,68873.00,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-27/summary.json; research/private/sber/statement/2026-02-27/transactions_page_001.json
2026-02-28,192335.77,87380.18,0.00,87380.18,279715.95,87380.18,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-02-28/summary.json; research/private/sber/statement/2026-02-28/transactions_page_001.json
2026-03-01,279715.95,115841.59,0.00,115841.59,395557.54,115841.59,0.00,7,0,7,0,7,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-01/summary.json; research/private/sber/statement/2026-03-01/transactions_page_001.json
2026-03-02,395557.54,199750.91,593459.00,-393708.09,1849.45,199750.91,593459.00,10,2,10,2,12,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-02/summary.json; research/private/sber/statement/2026-03-02/transactions_page_001.json
2026-03-03,1849.45,42842.37,0.00,42842.37,44691.82,42842.37,0.00,7,0,7,0,7,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-03/summary.json; research/private/sber/statement/2026-03-03/transactions_page_001.json
2026-03-04,44691.82,56346.97,0.00,56346.97,101038.79,56346.97,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-04/summary.json; research/private/sber/statement/2026-03-04/transactions_page_001.json
2026-03-05,101038.79,77136.60,0.00,77136.60,178175.39,77136.60,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-05/summary.json; research/private/sber/statement/2026-03-05/transactions_page_001.json
2026-03-06,178175.39,101334.89,0.00,101334.89,279510.28,101334.89,0.00,7,0,7,0,7,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-06/summary.json; research/private/sber/statement/2026-03-06/transactions_page_001.json
2026-03-07,279510.28,131339.69,0.00,131339.69,410849.97,131339.69,0.00,4,0,4,0,4,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-07/summary.json; research/private/sber/statement/2026-03-07/transactions_page_001.json
2026-03-08,410849.97,122597.87,0.00,122597.87,533447.84,122597.87,0.00,4,0,4,0,4,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-08/summary.json; research/private/sber/statement/2026-03-08/transactions_page_001.json
2026-03-09,533447.84,250413.90,0.00,250413.90,783861.74,250413.90,0.00,7,0,7,0,7,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-09/summary.json; research/private/sber/statement/2026-03-09/transactions_page_001.json
2026-03-10,783861.74,248663.09,1000000.00,-751336.91,32524.83,248663.09,1000000.00,9,1,9,1,10,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-10/summary.json; research/private/sber/statement/2026-03-10/transactions_page_001.json
2026-03-11,32524.83,59829.71,0.00,59829.71,92354.54,59829.71,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-11/summary.json; research/private/sber/statement/2026-03-11/transactions_page_001.json
2026-03-12,92354.54,67535.52,1700.00,65835.52,158190.06,67535.52,1700.00,6,1,6,1,7,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-12/summary.json; research/private/sber/statement/2026-03-12/transactions_page_001.json
2026-03-13,158190.06,104071.79,0.00,104071.79,262261.85,104071.79,0.00,7,0,7,0,7,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-13/summary.json; research/private/sber/statement/2026-03-13/transactions_page_001.json
2026-03-14,262261.85,96824.90,0.00,96824.90,359086.75,96824.90,0.00,4,0,4,0,4,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-14/summary.json; research/private/sber/statement/2026-03-14/transactions_page_001.json
2026-03-15,359086.75,84962.03,0.00,84962.03,444048.78,84962.03,0.00,4,0,4,0,4,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-15/summary.json; research/private/sber/statement/2026-03-15/transactions_page_001.json
2026-03-16,444048.78,146770.48,590000.00,-443229.52,819.26,146770.48,590000.00,9,1,9,1,10,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-16/summary.json; research/private/sber/statement/2026-03-16/transactions_page_001.json
2026-03-17,819.26,302914.81,298758.00,4156.81,4976.07,302914.81,298758.00,5,1,5,1,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-17/summary.json; research/private/sber/statement/2026-03-17/transactions_page_001.json
2026-03-18,4976.07,46114.78,0.00,46114.78,51090.85,46114.78,0.00,6,0,6,0,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-18/summary.json; research/private/sber/statement/2026-03-18/transactions_page_001.json
2026-03-19,51090.85,64490.22,0.00,64490.22,115581.07,64490.22,0.00,4,0,4,0,4,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-19/summary.json; research/private/sber/statement/2026-03-19/transactions_page_001.json
2026-03-20,115581.07,62004.84,0.00,62004.84,177585.91,62004.84,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-20/summary.json; research/private/sber/statement/2026-03-20/transactions_page_001.json
2026-03-21,177585.91,73280.70,0.00,73280.70,250866.61,73280.70,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-21/summary.json; research/private/sber/statement/2026-03-21/transactions_page_001.json
2026-03-22,250866.61,79437.42,0.00,79437.42,330304.03,79437.42,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-22/summary.json; research/private/sber/statement/2026-03-22/transactions_page_001.json
2026-03-23,330304.03,147031.30,477000.00,-329968.70,335.33,147031.30,477000.00,6,1,6,1,7,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-23/summary.json; research/private/sber/statement/2026-03-23/transactions_page_001.json
2026-03-24,335.33,60005.06,0.00,60005.06,60340.39,60005.06,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-24/summary.json; research/private/sber/statement/2026-03-24/transactions_page_001.json
2026-03-25,60340.39,61609.73,0.00,61609.73,121950.12,61609.73,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-25/summary.json; research/private/sber/statement/2026-03-25/transactions_page_001.json
2026-03-26,121950.12,52845.95,174000.00,-121154.05,796.07,52845.95,174000.00,6,1,6,1,7,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-26/summary.json; research/private/sber/statement/2026-03-26/transactions_page_001.json
2026-03-27,796.07,76243.00,0.00,76243.00,77039.07,76243.00,0.00,4,0,4,0,4,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-27/summary.json; research/private/sber/statement/2026-03-27/transactions_page_001.json
2026-03-28,77039.07,104735.22,0.00,104735.22,181774.29,104735.22,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-28/summary.json; research/private/sber/statement/2026-03-28/transactions_page_001.json
2026-03-29,181774.29,110460.41,0.00,110460.41,292234.70,110460.41,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-29/summary.json; research/private/sber/statement/2026-03-29/transactions_page_001.json
2026-03-30,292234.70,156159.71,415000.00,-258840.29,33394.41,156159.71,415000.00,8,1,8,1,9,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-30/summary.json; research/private/sber/statement/2026-03-30/transactions_page_001.json
2026-03-31,33394.41,72882.12,80000.00,-7117.88,26276.53,72882.12,80000.00,4,1,4,1,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-03-31/summary.json; research/private/sber/statement/2026-03-31/transactions_page_001.json
2026-04-01,26276.53,104287.26,105328.00,-1040.74,25235.79,104287.26,105328.00,5,1,5,1,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-01/summary.json; research/private/sber/statement/2026-04-01/transactions_page_001.json
2026-04-02,25235.79,72044.60,18459.00,53585.60,78821.39,72044.60,18459.00,5,1,5,1,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-02/summary.json; research/private/sber/statement/2026-04-02/transactions_page_001.json
2026-04-03,78821.39,59346.71,0.00,59346.71,138168.10,59346.71,0.00,6,0,6,0,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-03/summary.json; research/private/sber/statement/2026-04-03/transactions_page_001.json
2026-04-04,138168.10,88836.56,0.00,88836.56,227004.66,88836.56,0.00,4,0,4,0,4,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-04/summary.json; research/private/sber/statement/2026-04-04/transactions_page_001.json
2026-04-05,227004.66,83776.30,0.00,83776.30,310780.96,83776.30,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-05/summary.json; research/private/sber/statement/2026-04-05/transactions_page_001.json
2026-04-06,310780.96,130240.23,440000.00,-309759.77,1021.19,130240.23,440000.00,7,1,7,1,8,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-06/summary.json; research/private/sber/statement/2026-04-06/transactions_page_001.json
2026-04-07,1021.19,53292.02,0.00,53292.02,54313.21,53292.02,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-07/summary.json; research/private/sber/statement/2026-04-07/transactions_page_001.json
2026-04-08,54313.21,66373.52,0.00,66373.52,120686.73,66373.52,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-08/summary.json; research/private/sber/statement/2026-04-08/transactions_page_001.json
2026-04-09,120686.73,56266.16,0.00,56266.16,176952.89,56266.16,0.00,6,0,6,0,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-09/summary.json; research/private/sber/statement/2026-04-09/transactions_page_001.json
2026-04-10,176952.89,75797.57,0.00,75797.57,252750.46,75797.57,0.00,6,0,6,0,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-10/summary.json; research/private/sber/statement/2026-04-10/transactions_page_001.json
2026-04-11,252750.46,73880.02,0.00,73880.02,326630.48,73880.02,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-11/summary.json; research/private/sber/statement/2026-04-11/transactions_page_001.json
2026-04-12,326630.48,69958.38,0.00,69958.38,396588.86,69958.38,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-12/summary.json; research/private/sber/statement/2026-04-12/transactions_page_001.json
2026-04-13,396588.86,160585.89,551700.00,-391114.11,5474.75,160585.89,551700.00,6,2,6,2,8,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-13/summary.json; research/private/sber/statement/2026-04-13/transactions_page_001.json
2026-04-14,5474.75,72004.03,0.00,72004.03,77478.78,72004.03,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-14/summary.json; research/private/sber/statement/2026-04-14/transactions_page_001.json
2026-04-15,77478.78,85524.35,0.00,85524.35,163003.13,85524.35,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-15/summary.json; research/private/sber/statement/2026-04-15/transactions_page_001.json
2026-04-16,163003.13,88235.90,0.00,88235.90,251239.03,88235.90,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-16/summary.json; research/private/sber/statement/2026-04-16/transactions_page_001.json
2026-04-17,251239.03,93140.01,1863.00,91277.01,342516.04,93140.01,1863.00,7,1,7,1,8,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-17/summary.json; research/private/sber/statement/2026-04-17/transactions_page_001.json
2026-04-18,342516.04,90740.81,80756.00,9984.81,352500.85,90740.81,80756.00,5,1,5,1,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-18/summary.json; research/private/sber/statement/2026-04-18/transactions_page_001.json
2026-04-19,352500.85,87198.37,0.00,87198.37,439699.22,87198.37,0.00,4,0,4,0,4,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-19/summary.json; research/private/sber/statement/2026-04-19/transactions_page_001.json
2026-04-20,439699.22,143625.06,580199.00,-436573.94,3125.28,143625.06,580199.00,6,2,6,2,8,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-20/summary.json; research/private/sber/statement/2026-04-20/transactions_page_001.json
2026-04-21,3125.28,71141.06,0.00,71141.06,74266.34,71141.06,0.00,4,0,4,0,4,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-21/summary.json; research/private/sber/statement/2026-04-21/transactions_page_001.json
2026-04-22,74266.34,73966.13,0.00,73966.13,148232.47,73966.13,0.00,4,0,4,0,4,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-22/summary.json; research/private/sber/statement/2026-04-22/transactions_page_001.json
2026-04-23,148232.47,62928.35,0.00,62928.35,211160.82,62928.35,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-23/summary.json; research/private/sber/statement/2026-04-23/transactions_page_001.json
2026-04-24,211160.82,55944.88,0.00,55944.88,267105.70,55944.88,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-24/summary.json; research/private/sber/statement/2026-04-24/transactions_page_001.json
2026-04-25,267105.70,71639.53,0.00,71639.53,338745.23,71639.53,0.00,4,0,4,0,4,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-25/summary.json; research/private/sber/statement/2026-04-25/transactions_page_001.json
2026-04-26,338745.23,98210.02,180000.00,-81789.98,256955.25,98210.02,180000.00,5,1,5,1,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-26/summary.json; research/private/sber/statement/2026-04-26/transactions_page_001.json
2026-04-27,256955.25,164594.21,421000.00,-256405.79,549.46,164594.21,421000.00,7,1,7,1,8,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-27/summary.json; research/private/sber/statement/2026-04-27/transactions_page_001.json
2026-04-28,549.46,68299.27,0.00,68299.27,68848.73,68299.27,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-28/summary.json; research/private/sber/statement/2026-04-28/transactions_page_001.json
2026-04-29,68848.73,71896.97,0.00,71896.97,140745.70,71896.97,0.00,6,0,6,0,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-29/summary.json; research/private/sber/statement/2026-04-29/transactions_page_001.json
2026-04-30,140745.70,65062.22,100000.00,-34937.78,105807.92,65062.22,100000.00,5,1,5,1,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-04-30/summary.json; research/private/sber/statement/2026-04-30/transactions_page_001.json
2026-05-01,105807.92,95979.36,193032.00,-97052.64,8755.28,95979.36,193032.00,5,1,5,1,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-01/summary.json; research/private/sber/statement/2026-05-01/transactions_page_001.json
2026-05-02,8755.28,101713.32,0.00,101713.32,110468.60,101713.32,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-02/summary.json; research/private/sber/statement/2026-05-02/transactions_page_001.json
2026-05-03,110468.60,74338.72,0.00,74338.72,184807.32,74338.72,0.00,4,0,4,0,4,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-03/summary.json; research/private/sber/statement/2026-05-03/transactions_page_001.json
2026-05-04,184807.32,173977.43,18459.00,155518.43,340325.75,173977.43,18459.00,8,1,8,1,9,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-04/summary.json; research/private/sber/statement/2026-05-04/transactions_page_001.json
2026-05-05,340325.75,66950.60,384000.00,-317049.40,23276.35,66950.60,384000.00,5,1,5,1,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-05/summary.json; research/private/sber/statement/2026-05-05/transactions_page_001.json
2026-05-06,23276.35,65768.87,0.00,65768.87,89045.22,65768.87,0.00,6,0,6,0,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-06/summary.json; research/private/sber/statement/2026-05-06/transactions_page_001.json
2026-05-07,89045.22,89436.27,0.00,89436.27,178481.49,89436.27,0.00,6,0,6,0,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-07/summary.json; research/private/sber/statement/2026-05-07/transactions_page_001.json
2026-05-08,178481.49,68133.90,0.00,68133.90,246615.39,68133.90,0.00,6,0,6,0,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-08/summary.json; research/private/sber/statement/2026-05-08/transactions_page_001.json
2026-05-09,246615.39,86754.06,0.00,86754.06,333369.45,86754.06,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-09/summary.json; research/private/sber/statement/2026-05-09/transactions_page_001.json
2026-05-10,333369.45,129701.69,0.00,129701.69,463071.14,129701.69,0.00,4,0,4,0,4,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-10/summary.json; research/private/sber/statement/2026-05-10/transactions_page_001.json
2026-05-11,463071.14,99658.33,0.00,99658.33,562729.47,99658.33,0.00,3,0,3,0,3,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-11/summary.json; research/private/sber/statement/2026-05-11/transactions_page_001.json
2026-05-12,562729.47,171647.50,677000.00,-505352.50,57376.97,171647.50,677000.00,8,1,8,1,9,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-12/summary.json; research/private/sber/statement/2026-05-12/transactions_page_001.json
2026-05-13,57376.97,80619.81,0.00,80619.81,137996.78,80619.81,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-13/summary.json; research/private/sber/statement/2026-05-13/transactions_page_001.json
2026-05-14,137996.78,68178.44,0.00,68178.44,206175.22,68178.44,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-14/summary.json; research/private/sber/statement/2026-05-14/transactions_page_001.json
2026-05-15,206175.22,70042.84,0.00,70042.84,276218.06,70042.84,0.00,6,0,6,0,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-15/summary.json; research/private/sber/statement/2026-05-15/transactions_page_001.json
2026-05-16,276218.06,96439.10,0.00,96439.10,372657.16,96439.10,0.00,5,0,5,0,5,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-16/summary.json; research/private/sber/statement/2026-05-16/transactions_page_001.json
2026-05-17,372657.16,75569.03,0.00,75569.03,448226.19,75569.03,0.00,6,0,6,0,6,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-17/summary.json; research/private/sber/statement/2026-05-17/transactions_page_001.json
2026-05-18,448226.19,150431.42,0.00,150431.42,598657.61,150431.42,0.00,7,0,7,0,7,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-18/summary.json; research/private/sber/statement/2026-05-18/transactions_page_001.json
2026-05-19,598657.61,60304.62,658000.00,-597695.38,962.23,60304.62,658000.00,6,1,6,1,7,0.00,0.00,0.00,0,ok,research/private/sber/statement/2026-05-19/summary.json; research/private/sber/statement/2026-05-19/transactions_page_001.json
