period_start,period_end,row_no,statement_date,operation_datetime,direction,operation_kind,amount_rub,commission_rub,commission_vat_rub,gross_amount_estimate,merchant_id,commission_source,operation_code,counterparty_id,counterparty_inn_mask,counterparty_account_mask,purpose_summary
2026-05-13,2026-05-18,11,2026-05-15,2026-05-15T02:21:07,CREDIT,acquiring_inflow,162.78,2.22,0.40,165.00,211000343219,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,12,2026-05-15,2026-05-15T02:23:41,CREDIT,acquiring_inflow,19033.09,258.91,46.69,19292.00,211000343257,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,13,2026-05-15,2026-05-15T02:27:05,CREDIT,acquiring_inflow,12941.95,176.05,31.75,13118.00,211000343218,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,14,2026-05-15,2026-05-15T02:28:17,CREDIT,acquiring_inflow,2801.89,38.11,6.87,2840.00,211000343256,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,15,2026-05-15,2026-05-15T02:48:01,CREDIT,acquiring_inflow,18702.57,254.43,45.89,18957.00,211000343255,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,16,2026-05-15,2026-05-15T13:27:23,CREDIT,sber_payment_contract_inflow,16400.56,342.44,0.00,16743.00,,purpose_retained_payment_acceptance_fee,01,CP0002,******3893,4091...6068,Поступление от ПАО Сбербанк по договору приема платежей; не эквайринг
2026-05-13,2026-05-18,17,2026-05-16,2026-05-16T01:42:54,CREDIT,acquiring_inflow,32983.31,448.69,80.91,33432.00,211000343261,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,18,2026-05-16,2026-05-16T02:21:37,CREDIT,acquiring_inflow,4694.15,63.85,11.51,4758.00,211000343219,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,19,2026-05-16,2026-05-16T02:40:17,CREDIT,acquiring_inflow,13770.67,187.33,33.78,13958.00,211000343218,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,20,2026-05-16,2026-05-16T02:43:48,CREDIT,acquiring_inflow,28897.87,393.13,70.90,29291.00,211000343257,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,21,2026-05-16,2026-05-16T02:52:28,CREDIT,acquiring_inflow,16093.10,218.90,39.47,16312.00,211000343255,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,22,2026-05-17,2026-05-17T01:13:40,CREDIT,acquiring_inflow,6552.85,89.15,16.08,6642.00,211000343255,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,23,2026-05-17,2026-05-17T02:12:04,CREDIT,acquiring_inflow,28547.67,388.33,70.03,28936.00,211000343257,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,24,2026-05-17,2026-05-17T02:13:16,CREDIT,acquiring_inflow,1092.14,14.86,2.68,1107.00,211000343258,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,25,2026-05-17,2026-05-17T02:21:54,CREDIT,acquiring_inflow,14179.10,192.90,34.79,14372.00,211000343218,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,26,2026-05-17,2026-05-17T02:50:35,CREDIT,acquiring_inflow,17331.26,235.74,42.51,17567.00,211000343261,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,27,2026-05-17,2026-05-17T02:55:11,CREDIT,acquiring_inflow,7866.01,106.99,19.29,7973.00,211000343262,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,28,2026-05-18,2026-05-18T02:09:57,CREDIT,acquiring_inflow,8194.53,111.47,20.10,8306.00,211000343218,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,29,2026-05-18,2026-05-18T02:31:10,CREDIT,acquiring_inflow,26036.35,354.15,63.86,26390.50,211000343257,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,30,2026-05-18,2026-05-18T02:32:46,CREDIT,acquiring_inflow,25797.09,350.91,63.27,26148.00,211000343261,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,31,2026-05-18,2026-05-18T02:37:35,CREDIT,acquiring_inflow,1668.31,22.69,4.09,1691.00,211000343258,purpose_commission_with_vat,01,CP0001,******3893,3023...7000,Поступление по эквайрингу; комиссия извлечена из назначения платежа
2026-05-13,2026-05-18,32,2026-05-18,2026-05-18T10:33:17,CREDIT,sber_payment_contract_inflow,30746.98,642.02,0.00,31389.00,,purpose_retained_payment_acceptance_fee,01,CP0002,******3893,4091...6068,Поступление от ПАО Сбербанк по договору приема платежей; не эквайринг
2026-05-13,2026-05-18,33,2026-05-18,2026-05-18T10:36:56,CREDIT,sber_payment_contract_inflow,21502.03,448.97,0.00,21951.00,,purpose_retained_payment_acceptance_fee,01,CP0002,******3893,4091...6068,Поступление от ПАО Сбербанк по договору приема платежей; не эквайринг
2026-05-13,2026-05-18,34,2026-05-18,2026-05-18T10:42:31,CREDIT,sber_payment_contract_inflow,36486.13,761.87,0.00,37248.00,,purpose_retained_payment_acceptance_fee,01,CP0002,******3893,4091...6068,Поступление от ПАО Сбербанк по договору приема платежей; не эквайринг
